id,metric,value,moe,state_id,dataset_id
303,Coronary heart disease among adults >= 18,4.1,0.797321428571428,47,45
304,Stroke among adults >= 18,2.6,0.545535714285714,47,45
305,Diabetes among adults >= 18,9.1,1.34285714285714,47,45
306,Current asthma among adults >= 18,8.3,1.21696428571429,47,45
307,Mental health not good for >= 14 days among adults >= 18,12.8,2.01428571428571,47,45
308,COPD among adults >= 18,11.6,0.965178571428572,48,45
309,Cancer (excluding skin cancer) among adults >= 18,9.1,0.797321428571429,48,45
310,Coronary heart disease among adults >= 18,5.8,0.671428571428571,48,45
311,Stroke among adults >= 18,5,0.629464285714286,48,45
312,Diabetes among adults >= 18,14.8,1.00714285714286,48,45
313,Current asthma among adults >= 18,11.7,1.00714285714286,48,45
314,Mental health not good for >= 14 days among adults >= 18,20.3,1.30089285714286,48,45
315,COPD among adults >= 18,5.7,0.545535714285715,7,45
316,Cancer (excluding skin cancer) among adults >= 18,6.8,0.545535714285715,7,45
317,Coronary heart disease among adults >= 18,4.4,0.461607142857143,7,45
318,Stroke among adults >= 18,3.6,0.461607142857143,7,45
319,Diabetes among adults >= 18,13.9,0.923214285714285,7,45
320,Current asthma among adults >= 18,7.9,0.5875,7,45
321,Mental health not good for >= 14 days among adults >= 18,16.2,0.965178571428571,7,45
322,COPD among adults >= 18,4.4,0.461607142857143,49,45
323,Cancer (excluding skin cancer) among adults >= 18,7.8,0.503571428571429,49,45
324,Coronary heart disease among adults >= 18,2.9,0.335714285714286,49,45
325,Stroke among adults >= 18,2.5,0.335714285714286,49,45
326,Diabetes among adults >= 18,8.7,0.545535714285715,49,45
327,Current asthma among adults >= 18,11,0.713392857142858,49,45
328,Mental health not good for >= 14 days among adults >= 18,16.6,0.881250000000001,49,45
329,COPD among adults >= 18,7.1,0.5875,51,45
330,Cancer (excluding skin cancer) among adults >= 18,8.7,0.5875,51,45
331,Coronary heart disease among adults >= 18,4,0.377678571428572,51,45
332,Stroke among adults >= 18,3.7,0.377678571428572,51,45
333,Diabetes among adults >= 18,12.8,0.713392857142857,51,45
334,Current asthma among adults >= 18,9.9,0.755357142857143,51,45
335,Mental health not good for >= 14 days among adults >= 18,16.4,0.923214285714285,51,45
336,COPD among adults >= 18,0.9,0.335714285714286,,45
337,Cancer (excluding skin cancer) among adults >= 18,2.5,0.923214285714286,,45
338,Diabetes among adults >= 18,15.9,3.73482142857143,,45
339,Mental health not good for >= 14 days among adults >= 18,9.9,3.31517857142857,,45
340,COPD among adults >= 18,7.2,0.713392857142857,50,45
341,Cancer (excluding skin cancer) among adults >= 18,10.2,0.713392857142857,50,45
342,Coronary heart disease among adults >= 18,4.2,0.503571428571429,50,45
343,Stroke among adults >= 18,3.1,0.461607142857143,50,45
344,Diabetes among adults >= 18,8.4,0.671428571428571,50,45
345,Current asthma among adults >= 18,12.9,0.839285714285714,50,45
346,Mental health not good for >= 14 days among adults >= 18,16.2,1.04910714285714,50,45
347,COPD among adults >= 18,5.3,0.29375,52,45
348,Cancer (excluding skin cancer) among adults >= 18,8.5,0.335714285714286,52,45
349,Coronary heart disease among adults >= 18,3.6,0.209821428571429,52,45
350,Stroke among adults >= 18,2.9,0.209821428571429,52,45
351,Diabetes among adults >= 18,9.7,0.377678571428572,52,45
352,Current asthma among adults >= 18,10.9,0.419642857142857,52,45
353,Mental health not good for >= 14 days among adults >= 18,16.5,0.545535714285715,52,45
354,COPD among adults >= 18,6.4,0.545535714285714,5,45
355,Cancer (excluding skin cancer) among adults >= 18,8.4,0.503571428571429,5,45
356,Coronary heart disease among adults >= 18,4.6,0.377678571428572,5,45
357,Stroke among adults >= 18,3.3,0.377678571428571,5,45
358,Diabetes among adults >= 18,10.3,0.545535714285715,5,45
359,Current asthma among adults >= 18,10.9,0.671428571428571,5,45
360,Mental health not good for >= 14 days among adults >= 18,16.1,0.881250000000001,5,45
361,COPD among adults >= 18,14,0.965178571428571,53,45
362,Cancer (excluding skin cancer) among adults >= 18,10.8,0.797321428571428,53,45
363,Coronary heart disease among adults >= 18,7.1,0.671428571428572,53,45
364,Stroke among adults >= 18,5.6,0.5875,53,45
365,Diabetes among adults >= 18,17.4,1.00714285714286,53,45
366,Current asthma among adults >= 18,12.9,1.00714285714286,53,45
367,Mental health not good for >= 14 days among adults >= 18,21.1,1.25892857142857,53,45
368,COPD among adults >= 18,6.9,0.671428571428572,54,45
369,Cancer (excluding skin cancer) among adults >= 18,8.3,0.755357142857142,54,45
370,Coronary heart disease among adults >= 18,3.6,0.545535714285714,54,45
371,Stroke among adults >= 18,3.4,0.503571428571429,54,45
372,Diabetes among adults >= 18,9.3,0.797321428571429,54,45
373,Current asthma among adults >= 18,10.5,1.04910714285714,54,45
374,Mental health not good for >= 14 days among adults >= 18,14.8,1.30089285714286,54,45
